,index,token_address,id,user,status,uri,name,description,image_url,metadata,collection,created_at,updated_at,god,set,mana,type,image,proto,tribe,attack,effect,health,rarity,quality,ETH amount,USD amount
265,265,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd4c6dacea02d4ca760a6015a3796cc65f110caf3920420c6e93a761e50dd3e4c,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Guardian of the Underworld,,https://card.godsunchained.com/?id=906&q=4,"{'god': 'death', 'set': 'trial', 'mana': 8, 'name': 'Guardian of the Underworld', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=906&q=4', 'proto': 906, 'tribe': 'nether', 'attack': 13, 'effect': ""Frontline.<br>Roar: Deal X damage to your god where X is the number<br>of creatures in your<br>opponent's void."", 'health': 17, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:34.750541Z,2021-03-29T15:39:48.592799Z,death,trial,8,card,https://card.godsunchained.com/?id=906&q=4,906,nether,13,Frontline.<br>Roar: Deal X damage to your god where X is the number<br>of creatures in your<br>opponent's void.,17,rare,Meteorite,0.00017,0.7101784000000001
266,266,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xceb13d4f7eb466af5e837e6bfd723fb29f30172ee029bea34e9367da4c344085,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Hooded Figure,,https://card.godsunchained.com/?id=852&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 5, 'name': 'Hooded Figure', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=852&q=4', 'proto': 852, 'tribe': 'anubian', 'attack': 6, 'effect': 'Backline. Flank. Hidden.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:34.710108Z,2021-04-26T00:38:20.875379Z,deception,trial,5,card,https://card.godsunchained.com/?id=852&q=4,852,anubian,6,Backline. Flank. Hidden.,3,common,Meteorite,1.7e-05,0.07101784000000001
267,267,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd7a70ad66bb29bb33bd4735776d42471aed1d19024fca101fc1fe8d9a1b05c8b,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Valknir Weaponsmith,,https://card.godsunchained.com/?id=865&q=4,"{'god': 'war', 'set': 'trial', 'mana': 5, 'name': 'Valknir Weaponsmith', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=865&q=4', 'proto': 865, 'tribe': 'viking', 'attack': 4, 'effect': 'Twin strike.<br>Roar: If you have a relic equipped, give +1 strength<br>to this creature and<br>to your relic.', 'health': 5, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:34.670405Z,2021-04-26T00:59:02.156449Z,war,trial,5,card,https://card.godsunchained.com/?id=865&q=4,865,viking,4,"Twin strike.<br>Roar: If you have a relic equipped, give +1 strength<br>to this creature and<br>to your relic.",5,common,Meteorite,1.7e-05,0.07101784000000001
268,268,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd18fa7f73c0b882899a1e07b486ae2f7ff5aca53ab85a5b2d35829aeb5365a78,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Frenzied Ritual,,https://card.godsunchained.com/?id=836&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 4, 'name': 'Frenzied Ritual', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=836&q=4', 'proto': 836, 'attack': 0, 'effect': 'Deal 12 damage to a random enemy creature and to a random friendly creature. Add a random Nature card to your hand.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:34.631332Z,2021-04-26T00:46:20.937472Z,nature,trial,4,card,https://card.godsunchained.com/?id=836&q=4,836,,0,Deal 12 damage to a random enemy creature and to a random friendly creature. Add a random Nature card to your hand.,0,common,Meteorite,2.7e-05,0.11279304000000001
269,269,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x957a030199f7f0689c10894fad973ec1510d699f8189f00e435c95b2728bd0a2,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Archvisionist,,https://card.godsunchained.com/?id=821&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 5, 'name': 'Archvisionist', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=821&q=4', 'proto': 821, 'tribe': 'aether', 'attack': 4, 'effect': 'Roar: If you are holding an Aether, add a random<br>1-mana Magic spell<br>to your hand.', 'health': 5, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:34.59177Z,2021-03-29T15:39:48.754478Z,magic,trial,5,card,https://card.godsunchained.com/?id=821&q=4,821,aether,4,"Roar: If you are holding an Aether, add a random<br>1-mana Magic spell<br>to your hand.",5,rare,Meteorite,0.000149,0.62245048
270,270,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x84138e1b3f913682398bcb878f24b464db4cceb634b8d0f677dcaf0bb96c6607,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Fenris Berserker,,https://card.godsunchained.com/?id=947&q=4,"{'god': 'war', 'set': 'trial', 'mana': 3, 'name': 'Fenris Berserker', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=947&q=4', 'proto': 947, 'tribe': 'viking', 'attack': 4, 'effect': 'After this creature attacks a god, destroy their relic.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:33.485679Z,2021-04-26T00:54:57.595297Z,war,trial,3,card,https://card.godsunchained.com/?id=947&q=4,947,viking,4,"After this creature attacks a god, destroy their relic.",3,common,Meteorite,2e-05,0.08355040000000001
271,271,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x87619bab242fa85b7d6aa3ddaea1033e833bee1110e264b8319033e441acec9b,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Aether Herald,,https://card.godsunchained.com/?id=815&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 2, 'name': 'Aether Herald', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=815&q=4', 'proto': 815, 'tribe': 'aether', 'attack': 2, 'effect': ""Roar: If you are holding an Aether, deal 3 damage to your opponent's god."", 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:33.444967Z,2021-04-26T00:38:20.882313Z,magic,trial,2,card,https://card.godsunchained.com/?id=815&q=4,815,aether,2,"Roar: If you are holding an Aether, deal 3 damage to your opponent's god.",2,common,Meteorite,2.3e-05,0.09608296000000001
272,272,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x4ea49897a316d517db6d19fcd459ba25b5d76369104a1b8e32f6fc84058d43f3,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Healing Light,,https://card.godsunchained.com/?id=937&q=4,"{'god': 'light', 'set': 'trial', 'mana': 4, 'name': 'Healing Light', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=937&q=4', 'proto': 937, 'tribe': '', 'attack': 0, 'effect': 'Fully heal each friendly creature, and give<br>them +1 health.<br>Gain 4 favor.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:33.402519Z,2021-03-29T15:39:48.679442Z,light,trial,4,card,https://card.godsunchained.com/?id=937&q=4,937,,0,"Fully heal each friendly creature, and give<br>them +1 health.<br>Gain 4 favor.",0,common,Meteorite,3e-05,0.1253256
273,273,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x6e990e7ee1e2d8fecc189306a02ff27f36db69c9bcb58dc7d04cd48cde1b5948,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Vow of Champions,,https://card.godsunchained.com/?id=917&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Vow of Champions', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=917&q=4', 'proto': 917, 'tribe': '', 'attack': 0, 'effect': 'Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:33.361635Z,2021-03-29T15:39:48.394983Z,neutral,trial,2,card,https://card.godsunchained.com/?id=917&q=4,917,,0,Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.,0,common,Meteorite,4.9e-05,0.20469848000000002
274,274,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd038a808a1960a0306a116604811e38a8a4ad7ef671208d92ad1aba2264c76e8,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Pallas' Incantation,,https://card.godsunchained.com/?id=927&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 6, 'name': ""Pallas' Incantation"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=927&q=4', 'proto': 927, 'tribe': '', 'attack': 0, 'effect': 'Transform each creature<br>that costs 6 mana or more <br>into a 1/1 Rat. Obliterate each creature<br>in all voids.', 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:33.320147Z,2021-03-29T15:39:48.529992Z,magic,trial,6,card,https://card.godsunchained.com/?id=927&q=4,927,,0,Transform each creature<br>that costs 6 mana or more <br>into a 1/1 Rat. Obliterate each creature<br>in all voids.,0,rare,Meteorite,8e-05,0.33420160000000004
275,275,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x757b2ea3a4bab63ddd23f8307ff546fcabf835d66bc6bf4725e9a22c303317ba,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Port Authority,,https://card.godsunchained.com/?id=934&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 6, 'name': 'Port Authority', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=934&q=4', 'proto': 934, 'tribe': 'guild', 'attack': 7, 'effect': 'Roar: If you control another Guild creature, add a copy of two random cards from your opponent’s deck to your hand.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:32.083081Z,2021-03-29T15:39:49.019076Z,deception,trial,6,card,https://card.godsunchained.com/?id=934&q=4,934,guild,7,"Roar: If you control another Guild creature, add a copy of two random cards from your opponent’s deck to your hand.",3,common,Meteorite,1e-05,0.041775200000000005
276,276,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xc01d2303e1783d0ebe69daf5bf2238027dddefc7ceb326ed971edd9f6e322e6b,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Battle Priest,,https://card.godsunchained.com/?id=936&q=4,"{'god': 'light', 'set': 'trial', 'mana': 3, 'name': 'Battle Priest', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=936&q=4', 'proto': 936, 'tribe': 'mystic', 'attack': 2, 'effect': 'Roar: Gain 2 favor for each enemy character.', 'health': 4, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:32.043785Z,2021-03-29T15:39:47.847969Z,light,trial,3,card,https://card.godsunchained.com/?id=936&q=4,936,mystic,2,Roar: Gain 2 favor for each enemy character.,4,common,Meteorite,1.5e-05,0.0626628
277,277,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x80ff1db173e81aacaeba57df7f493988d45504cd969ecaa726a89debbe9e0c0c,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Light,,https://card.godsunchained.com/?id=938&q=4,"{'god': 'light', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Light', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=938&q=4', 'proto': 938, 'attack': 0, 'effect': 'Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:32.004037Z,2021-04-26T00:57:32.129514Z,light,trial,2,card,https://card.godsunchained.com/?id=938&q=4,938,,0,"Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""",0,common,Meteorite,1.4e-05,0.05848528000000001
278,278,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x0e4fd16d9b2073cbe4dae09d3ad77b987015c2aa1efd1ec57c5cd9c049e226af,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Seasonal Rebirth,,https://card.godsunchained.com/?id=845&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 7, 'name': 'Seasonal Rebirth', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=845&q=4', 'proto': 845, 'tribe': '', 'attack': 0, 'effect': 'Deal 15 damage to <br>each enemy creature.<br>Your opponent summons a 1/1 Walking Plant for each creature damaged by this effect.', 'health': 0, 'rarity': 'epic', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:31.962921Z,2021-03-29T15:39:47.845421Z,nature,trial,7,card,https://card.godsunchained.com/?id=845&q=4,845,,0,Deal 15 damage to <br>each enemy creature.<br>Your opponent summons a 1/1 Walking Plant for each creature damaged by this effect.,0,epic,Meteorite,0.0003,1.253256
279,279,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x1eb472a554b6dcb4faec0e9c06542b316f33990277877d202d180bf77c6c320a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Tartessian Mob,,https://card.godsunchained.com/?id=911&q=4,"{'god': 'war', 'set': 'trial', 'mana': 7, 'name': 'Tartessian Mob', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=911&q=4', 'proto': 911, 'tribe': 'olympian', 'attack': 3, 'effect': ""Roar: Summon two copies of this creature.<br>Afterlife: Deal this creature's strength as damage, split randomly among all enemy creatures."", 'health': 2, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:31.922441Z,2021-04-26T00:47:28.442445Z,war,trial,7,card,https://card.godsunchained.com/?id=911&q=4,911,olympian,3,"Roar: Summon two copies of this creature.<br>Afterlife: Deal this creature's strength as damage, split randomly among all enemy creatures.",2,rare,Meteorite,0.00041,1.7127832
280,280,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x5903bc99f8a46d42bc735fcd09ad4edec07766651579207b32208e6ab2046d12,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Vow of Champions,,https://card.godsunchained.com/?id=917&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Vow of Champions', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=917&q=4', 'proto': 917, 'tribe': '', 'attack': 0, 'effect': 'Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:30.814028Z,2021-03-29T15:39:48.303003Z,neutral,trial,2,card,https://card.godsunchained.com/?id=917&q=4,917,,0,Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.,0,common,Meteorite,4.9e-05,0.20469848000000002
281,281,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x99a9de6b314fad6b90407ea90753e301d6e91b0886b7160f95670d2211b3a7ba,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Bloodthirsty Spear,,https://card.godsunchained.com/?id=860&q=3,"{'god': 'war', 'set': 'trial', 'mana': 1, 'name': 'Bloodthirsty Spear', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=860&q=3', 'proto': 860, 'tribe': '', 'attack': 2, 'effect': 'Godblitz.', 'health': 1, 'rarity': 'common', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:30.774423Z,2021-03-29T15:39:48.124267Z,war,trial,1,card,https://card.godsunchained.com/?id=860&q=3,860,,2,Godblitz.,1,common,Shadow,0.000186,0.77701872
282,282,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x8c0c2e1b3a0bf7beb195bc81211ca020047e3ea8318612f84935d0776b31b7c1,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Aether Herald,,https://card.godsunchained.com/?id=815&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 2, 'name': 'Aether Herald', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=815&q=4', 'proto': 815, 'tribe': 'aether', 'attack': 2, 'effect': ""Roar: If you are holding an Aether, deal 3 damage to your opponent's god."", 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:30.734259Z,2021-04-26T00:45:03.542812Z,magic,trial,2,card,https://card.godsunchained.com/?id=815&q=4,815,aether,2,"Roar: If you are holding an Aether, deal 3 damage to your opponent's god.",2,common,Meteorite,2.3e-05,0.09608296000000001
283,283,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x9931bfde011514fccd20e2c8b4ddc36ba67cfd4f3b3bd8dc7aa9229d4b808fe4,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Spellbound Goblin,,https://card.godsunchained.com/?id=941&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 4, 'name': 'Spellbound Goblin', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=941&q=4', 'proto': 941, 'attack': 3, 'effect': 'Spell boost +1.<br>Roar: Give -5 durability to your opponent’s relic.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:30.692691Z,2021-04-26T00:48:11.006832Z,magic,trial,4,card,https://card.godsunchained.com/?id=941&q=4,941,,3,Spell boost +1.<br>Roar: Give -5 durability to your opponent’s relic.,3,common,Meteorite,1.5e-05,0.0626628
284,284,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xe085ea30cb22a72cfb3918b13d4af5e713b9dda4ae636c23fea1241070d92955,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Form of Power,,https://card.godsunchained.com/?id=820&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 1, 'name': 'Form of Power', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=820&q=4', 'proto': 820, 'tribe': '', 'attack': 0, 'effect': ""Deal 2 damage to an enemy creature and 1 damage to your opponent's god."", 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:30.652806Z,2021-03-29T15:39:48.295825Z,magic,trial,1,card,https://card.godsunchained.com/?id=820&q=4,820,,0,Deal 2 damage to an enemy creature and 1 damage to your opponent's god.,0,rare,Meteorite,0.00046,1.9216592000000003
285,285,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xa3fa1ff5b795c69c4c7fa5a482343bce8404315cdbc57a918710c6e0b12a00f0,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Deception,,https://card.godsunchained.com/?id=933&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Deception', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=933&q=4', 'proto': 933, 'attack': 0, 'effect': 'Gain 8 favor.<br>Your creatures without hidden gain ""Hidden for 1 turn.""', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:29.525818Z,2021-04-26T00:47:28.524834Z,deception,trial,2,card,https://card.godsunchained.com/?id=933&q=4,933,,0,"Gain 8 favor.<br>Your creatures without hidden gain ""Hidden for 1 turn.""",0,common,Meteorite,2e-05,0.08355040000000001
286,286,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x9a51af5a63cbb435eb576d1f2c28f1393bc942fc0d215f39e66dca7ca0646568,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Foreign Diplomat,,https://card.godsunchained.com/?id=896&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Foreign Diplomat', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=896&q=4', 'proto': 896, 'tribe': 'guild', 'attack': 2, 'effect': 'Roar & Afterlife: You gain 3 favor. Your opponent gains 1 favor.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:29.484074Z,2021-04-26T00:48:12.331674Z,neutral,trial,2,card,https://card.godsunchained.com/?id=896&q=4,896,guild,2,Roar & Afterlife: You gain 3 favor. Your opponent gains 1 favor.,3,common,Meteorite,2.9e-05,0.12114808000000002
287,287,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x9deaa4f84b8830a844f4f089b14d5ddd43e22e915053d12567a1a31a9d18684b,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Beast Speaker,,https://card.godsunchained.com/?id=942&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 4, 'name': 'Beast Speaker', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=942&q=4', 'proto': 942, 'tribe': 'mystic', 'attack': 3, 'effect': 'Roar: If you control a Wild creature, refresh 3 mana.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:29.442265Z,2021-03-29T15:39:48.075588Z,nature,trial,4,card,https://card.godsunchained.com/?id=942&q=4,942,mystic,3,"Roar: If you control a Wild creature, refresh 3 mana.",3,common,Meteorite,2.5e-05,0.10443800000000002
